100000, 46.068237
150000, 107.456356
200000, 191.766204
250000, 293.904285
300000, 422.634566
350000, 574.419930
400000, 746.880322
450000, 1011.605553
500000, 1245.901703
550000, 1486.092553
600000, 1718.852783
650000, 1888.108520
700000, 2094.531137
750000, 2395.238876
800000, 2722.715765
850000, 3075.179051
900000, 3457.559822
950000, 3835.370805
1000000, 4254.958485
