100000,0.043000
150000,0.070000
200000,0.098000
250000,0.127000
300000,0.141000
350000,0.182000
400000,0.204000
450000,0.215000
500000,0.257000
550000,0.268000
600000,0.309000
650000,0.316000
700000,0.338000
750000,0.372000
800000,0.394000
850000,0.424000
900000,0.478000
950000,0.483000
1000000,0.506000
