100000,0.021000
150000,0.031000
200000,0.044000
250000,0.051000
300000,0.060000
350000,0.072000
400000,0.091000
450000,0.114000
500000,0.155000
550000,0.129000
600000,0.150000
650000,0.160000
700000,0.167000
750000,0.182000
800000,0.196000
850000,0.192000
900000,0.213000
950000,0.245000
1000000,0.236000
